"","x"
"1243","Metro Police investigating bank robbery on Murfreesboro Pike. https://t.co/fH0pI2UjXj https://t.co/bBbIjSftUT"
"1244","Do you recognize this suspect? He is wanted for armed robbery last night at a Hickory area Walgreens. DETAILS:… https://t.co/fgQXHzJHQI"
"1245","@DailyCaller Oh....the conspiracy about how he got the emails to Assange and then mysteriously was murdered in broa… https://t.co/RoFQHs1KGo"
"1246","Ira Morrow was just in court, where his attorney, Nancy Peterson, entered a not guilty plea to attempted interferen… https://t.co/CSBzuDKRI8"
"1247","Queens | Jamaica | Archer Ave and 138th St.
Man's phone and earbuds were stolen in a robbery by a man wearing a mask."
"1248","Monroe County Grand Jury indicts Nashiem Burton for Murder 2 for the death of Anthony Lawson, along w Robbery counts."
"1249","Straight robbery :/ @slbenfica_en"
"1250","who reported the robbery https://t.co/GtnBOPmIhv"
"1251","Monroe County Grand Jury indicts Charisse Nicole Walton and Aries Ash for Murder 2 in the death of Maximillian Cook… https://t.co/D8YVqiOAUq"
"1252","VIDEO: Police Seek Leads in Brazen Park Ridge Bank Robbery https://t.co/vBx1CuDp0n"
"1253","@sanjaraic1 @_Andrea_Ricca @ShafiekReggiori @MackenzieLitt13 @NicoleBeauch7 @demonrobber @KevinSa07052659… https://t.co/2gYr7dG3Op"
"1254","WANTED: Police searching for suspect after a clerk was shot in the arm this afternoon during an attempted robbery a… https://t.co/bJK91WoWoe"
"1255","""Update | Police: 'The area search has concluded with two additional males, said to be 16 &amp; 18 years of age respect… https://t.co/0ae1DXlCwo"
"1256","Suspect in abduction of Kimberly Sue Endicott faces kidnapping, robbery charges https://t.co/8OEBIc0qxF"
"1257","Listen to my new episode #CrawfordKhan &amp; #GarciaGranados Predictions! Loma/Shields Dominate! Recap #PBConFS1 &amp;… https://t.co/CkuyBDwSGW"
"1258","Update | Police: 'The area search has concluded with two additional males, said to be 16 &amp; 18 years of age respecti… https://t.co/B7Z0Zs4fhM"
"1259","BREAKING: Nashville man indicted by federal grand jury for 2016 robbery, murder. 

If convicted, he faces up to lif… https://t.co/uxExqt80k7"
"1260","Just yesterday, Judith Clark, the getaway driver in the famous and deadly Brink’s heist in 1981, was granted parole… https://t.co/OHOhjiqvLZ"
"1261","""Wow!"" the officer said, his ears ringing. ""You almost got me.""

""I know!"" replied the would-be liquor store robber… https://t.co/f0a2kKhErJ"
"1262","NP woman convicted in Juniata robbery case.  Web story explains how driving a car can lead to attempted child abuse.
https://t.co/ZlMJy0odIs"
"1263","@getreal192 Factually not true. You can, for example, be held legally responsible for conspiring to commit robbery… https://t.co/x6hXSxUKLo"
"1264","""For example: who here can tell me the difference between burglary and robbery?""  4/"
"1265","An arrest has been made after officials say a man held up a bank at gunpoint in Buckfield: https://t.co/zJCAW2Ae7D https://t.co/Mp3Phmko6J"
"1266","An arrest has been made after officials say a man held up a bank at gunpoint in Buckfield: https://t.co/iznSBnZx1b https://t.co/gg73Al2yrA"
"1267","@Bennus_H @thehill @DineshDSouza @KellyannePolls Right. ""Attempted"" things aren't crimes. Like, you know, ""Attempte… https://t.co/2p9yXgIJCB"
"1268","Nashville Man Facing Federal Charges Resulting From 2016 Robbery/Murder https://t.co/b6nRqO8B3W"
"1269","@RighteousBabe4 If I bought gas for the get away car to aid a bank robbery, wouldn't I be complicit in the crime?"
"1270","CHRISTIES TOY BOX ROBBERY AT OKLAHOMA CITY"
"1271","News
Another Armed Robbery
https://t.co/XudgUSidkd https://t.co/dVK8uqz0jd"
"1272","@Acosta Wonder if that excuse will fly for bank robbery...."
"1273","Amherst authorities investigating robbery at bank parking lot https://t.co/T0UZHZ5hYV"
"1274","In which .@KimKardashian shows she learned nothing from being robbed in Paris.  Why would someone who was robbed, s… https://t.co/nsL8xuujpM"
"1275","Attempted robbery is still a crime. Attempting to coordinate with hostile foreign agents to win an election IS A CR… https://t.co/nLxX7DKP3r"
"1276","""Male arrested after robbery in Southampton | #Bermuda https://t.co/mdR8tmHMLi"""
"1277","Oh no. The robbery is coming @jiggytype @joerogan @BrendanSchaub https://t.co/sHVYfvIer7"
"1278","#BREAKING: Pharmacy clerk shot during attempted robbery in Queens https://t.co/e4XkOlPOTv"
"1279","Dems created this!! Two charged with assault, robbery after beating man wearing MAGA hat https://t.co/nOLGFBG6lD… https://t.co/0YeYfSRPE9"
"1280","#Windsor Police are investigating an early morning armed robbery on Tecumseh Road East. #sxont… https://t.co/OCumpdaPSQ"
"1281","@eyeofscottie More unity and support . No more colorism amongst us ... no more violence/gang violence .. no more ro… https://t.co/M20ng4Qwt1"
"1282","@hobnysus YOUR NEW @ omg a robbery today..... and yeah like idk how they even noticed that and why it matters"
"1283","Male arrested after robbery in Southampton | #Bermuda https://t.co/B8tB2gfNbp"
"1284","Fort Lauderdale News Search Reviews (Women Had Kids With Them During Liquor Store Robbery: Cops) Fort Lauderdale Ne… https://t.co/Rn9mG3Zo2Y"
"1285","Four men have been arrested after an assault and armed robbery in Foley, Alabama. https://t.co/nWeIyBMXgl https://t.co/vsO3N4eqBY"
"1286","Brinks convict Judith Clark's parole slammed and praised on social media https://t.co/4WUNL6FewL via @lohud"
"1287","A manhunt is under way this afternoon after an armed robbery in the Rockaway area of Southampton | @OwainRG |… https://t.co/cEcKUM9STm"
"1288","#Developing: Man shot during attempted robbery at pharmacy in Queens. https://t.co/iSpcdBk0VJ"
"1289","Robbery, Assault, and Battery - Genesis [Music Video] (1976) https://t.co/7I0bPDCqO6"
"1290","Crim justice reform advocates praise lesbian Judith Clark's parole. Incarcerated for decades in '81 Brink's robbery… https://t.co/CLHwwt3Uvx"
"1291","A manhunt is under way this afternoon after an armed robbery in the Rockaway area of Southampton...… https://t.co/qayANZK1Ux"
"1292","If you see a robbery at an Apple Store does that make you an iWitness?"
"1293","Left will continue investigating the bank robbery until they find the money that was never missing."
"1294","Bonds set at $300k, $200k for suspects in Harlan County robbery
https://t.co/4ssCYUwhLJ"
"1295","Anyone with information of the 33-year-old man's whereabouts is asked to call 911 or contact 856-580-5950 or 856-76… https://t.co/7RGIfBrj34"
"1296","Glen Flett shot and killed a man during a robbery and felt no remorse.

It wasn't until he found himself on the oth… https://t.co/4aTVETFwM6"
"1297","Lincoln police said the public was crucial in identifying Ira Morrow as the 4th person in a video of the group casi… https://t.co/K8eh1DsqLv"
"1298","Brinks convict Judith Clark's parole slammed and praised on social media https://t.co/xQ7zUYeUUp via @lohud"
"1299","The following male perpetrator is #wanted for committing a Robbery and a shooting inside of Sunnyside pharmacy loca… https://t.co/AF6J7NrTjQ"
"1300","@lootcrate @SportsCrate All your customers are waiting for their past 2 months of services.  Why would we participa… https://t.co/B2O6M2mvy9"
"1301","#ElectricCar life in MA update:

Garage near work (Kendall/MIT) now charges ~6 cents per mile of charge during the… https://t.co/Y8j906owTb"
"1302","Aurora robbery victim ran over, critically injured suspect https://t.co/qP6MgE45wc"
"1303","bank robbery as civil disobedience because the rule of law is not a thing"
"1304","@notcapnamerica Intent/attempted obstruction. Idk if it’s a crime but attempted murder and attempted robbery are so..."
"1305","I probably listened to “Murder on my Mind” by YNW Melly and “Robbery” by Juice WRLD at least 100 times in the past 24 hours lol 🎶🔥🔥🔥🎶"
"1306","@NSuzuki233 Robbery gone wrong?"
"1307","@AP_Oddities Always amazing how robbery/burglary seem to clothing-optional crimes in this state"
"1308","@MSNBC Let's stop prosecuting failed bank robbery attempts too!"
"1309","A 4th man has been arrested on suspicion of conspiring to commit a 
home-invasion robbery July 31 that left a #LNK… https://t.co/XXuxrjbFTo"
"1310","Manchester Man Sentenced to 78 Months for Bank Robbery https://t.co/qop5nMpMTd"
"1311","Whooooooooops @chrisdelia 

https://t.co/3cQQXkh2ea"
"1312","Robbery can be harmful to your health. https://t.co/aesjgFCEhz"
"1313","The Fort Wayne Police Department is asking for the public's help in identifying a robbery suspect. https://t.co/nYgjCDxBv2"
"1314","#NowPlaying Robbery by Juice Wrld on #UrbanRadio Hip Hop https://t.co/UoIrz4AWKc"
"1315","Police arrest West Paris man in Buckfield bank robbery investigation"
"1316","Women had kids with them during liquor store armed robbery: Doral Police: https://t.co/GF1oAV9pFz https://t.co/aKlbyHF7Ny"
"1317","@GOP @realDonaldTrump Its unfair to say Trump is a criminal just because he intended to obstruct justice since each… https://t.co/NrfvY7RCcz"
"1318","RECOGNIZE HIM? Authorities on Thursday released surveillance images of a man who sources said robbed more than $32,… https://t.co/3i8PFBccyQ"
"1319","@mikew420 @KILLZAMOI @NBA2K_MyTEAM Robbery at its finest lol"
"1320","The Detroit Cast discusses:  the release of the Mueller report and the media's reaction; James Adducci, winner of t… https://t.co/woQ2IdYYWF"
"1321","Judith Clark, Getaway Driver in Deadly Brink’s Heist in 1981, Is Granted Parole https://t.co/wAQATzn2CK"
"1322","Man convicted in 1973 local murder gets 20 year sentence for Ga. bank robbery https://t.co/3S2WV4KHQb"
"1323","@AnisonII @WhizBangBaby @kylegriffin1 You would think so!  Attempted murder, attempted armed robbery.....all of the… https://t.co/rTkRLH0kkJ"
"1324","@Traapanese Lmaooo robbery"
"1325","@_Janoi @SimplyDominoKid I would call it the greatest robbery of all time if he get away"
"1326","@AmericanExpress your service is TERRIBLE. my father had money STOLEN from his account, filed a police report and y… https://t.co/c8TTPgrwTj"
"1327","@susmurphy My question is if a president cannot be indicted, what was the point of the Mueller probe?Can a presiden… https://t.co/IZrZ3zhIKq"
"1328","@abbakkio So true :( daylight robbery at its finest!!"
"1329","@GOP @GOPChairwoman Actually the report says Tweety tried real hard to “collude”. And was only stopped by his aides… https://t.co/LmtKXVssEz"
"1330","@notcapnamerica Is it still attempted robbery if you trip and fall on your ass on the way into the bank?"
"1331","Colin Cowherd explains which teams he believes have the most brutal schedules and which teams got away with highway… https://t.co/GNzHPsY98b"
"1332","Hello @PreetBharara
Isn't attempted obstruction of justice a crime in the same way that attempted robbery, attempte… https://t.co/T3BB8p7JSr"
"1333","@tedlieu Robbing a store with a toy gun = armed robbery"
"1334","12:59 PM... Attempted Bank Robbery... Power Credit Union... 220 Pine... Lone male..."
"1335","Unbelievable! Officers from New Haven and and Hamden police departments fire 12 shots into a car hitting an innocen… https://t.co/fhGFCqaM1P"
"1336","@mikebarnicle @realDonaldTrump If one PLANS a bank robbery or act of terrorism- but doesn't ""go down"" - isn't there… https://t.co/lemRsWWydo"
"1337","Colin Cowherd explains which teams he believes have the most brutal schedules and which teams got away with highway… https://t.co/6AyE16gpoi"
"1338","A Millsboro man wanted in connection to an attempted robbery was apprehended in Georgia and has been extradited bac… https://t.co/A21tKSqBZe"
"1339","Colin Cowherd explains which teams he believes have the most brutal schedules and which teams got away with highway… https://t.co/aOOPveGwFV"
"1340","Colin Cowherd explains which teams he believes have the most brutal schedules and which teams got away with highway… https://t.co/rZmhkE9yGt"
"1341","Police have arrested three people in connection with a shooting last Sunday night in Dale City, which they say invo… https://t.co/6XyVuHMaP6"
"1342","Hamilton County is in high speed chase of a possible armed robbery suspect coming into the Chickamauga Battlefield #CatoosaScanner"
"1343","Former radical activist Judith Clark was granted parole after serving more than 37 years behind bars for her role a… https://t.co/2HJSY0R5sB"
"1344","3/ I’m also trying to find out who deleted the words “or attempted” from the federal criminal code. 
Apparently, it… https://t.co/5wJTtGahGp"
"1345","Their representative just kept on saying I had a leak and that if I got it fixed, I can submit the repair invoice a… https://t.co/1QZobFDByu"
"1346","Report: Drunk man wanted for armed robbery drives through backyards, fences during car chase… https://t.co/7QyfkXYqbS"
"1347","@tdtrpnr I thought it was a random robbery? Maybe the special counsel should have looked into his death a little closer"
"1348","If that.was going to fly...the ignorance theory...then every get away driver in a robbery could say they didn't kno… https://t.co/sAVNK3IVDh"
"1349","UPDATE: A juvenile suspect has been arrested following Thursday morning's armed robbery at the Toot 'N Totum in the… https://t.co/kJSAD0rmF4"
"1350","28-year-old Javell Williams has been arrested and charged with Murder in the First Degree and Robbery in the First… https://t.co/I3lmWvXsnk"
"1351","NEED TO ID: 
The pictured subject is a suspect in an armed robbery that occurred at Sonesta Suites hotel parking lo… https://t.co/SIPCMqyHPd"
"1352","On several occasions Trump tried to influence the Russia investigation, but his staff blocked him.

But just becaus… https://t.co/pgjwMZC72G"
"1353","An investigation revealed the suspect had previously committed two armed robberies at convenience stores in King Ge… https://t.co/pZs4JhD572"
"1354","@Dar_Thatcher No, the bank staff in Stockholm did not audition and beg to be held prisoner before the robbery."
"1355","A clerk is unharmed after an armed robbery early this morning in #Windsor. #sxont
https://t.co/y5c6SalEj2 https://t.co/t7OzY6cmUJ"
"1356","@djc175 @MikePerryavatar When they question you about the robbery just tell them you were pissed and you don't recall why."
"1357","@sinkaspud @shingo89908300 @Ray56695112 @SenSchumer @realDonaldTrump What matters is what he THOUGHT was in the rep… https://t.co/zoFV6wfzVJ"
"1358","@BamaStephen I agree Stephenand I actually think the standard for this should be the same for people who are plotti… https://t.co/Q0LcdX6Yso"
"1359","Cop follows black people because the vehicle fit the description of ""a vehicle that was used in an armed robbery"" t… https://t.co/TQrlEaKHQm"
"1360","An armed robbery suspect was caught on video surveillance.
https://t.co/EqIMvVaWWX
Having video monitoring at your… https://t.co/c0B9Wufpx4"
"1361","@balenciaglo We don’t operate like that they can only show the music and videos to Sway Public opinions can’t be us… https://t.co/me58LtAbeo"
"1362","Four arrested for armed robbery in Foley https://t.co/vkdJvfvHZY"
"1363","@PatrickSikler he asked her on a date, it was boring :))
""Dan Pruitt is a police officer who came to Grey Sloan Mem… https://t.co/9mJPbioqNL"
"1364","Good guy with a gun --&gt; Police: Would-be robber shot at Southside Metro PCS store https://t.co/C5A7F9YPi7"
"1365","Isn't the fact Trump attempted to obstruct justice evidence enough that he's not fit to be president? We prosecute… https://t.co/FWUJnX5W9X"
"1366","@krassenstein Time stamps on emails prove they were leaked not hacked. A disgruntled dnc insider saw the corruption… https://t.co/pPcZRzc2ei"
"1367","Nobody was injured.

https://t.co/74pNP2SAku"
"1368","ACPD on scene of a reported robbery near the Burrito Bros. restaurant on Columbia Pike. One westbound lane of the P… https://t.co/cUISgzZYhW"
"1369","Chicago Hts:
Armed robbery T-Mobile 577 W 14th St, male offender brown wig &amp; long finger nails, armed w/ pepper spr… https://t.co/hQsJ7UQLiE"
"1370","THPD arrest 3 for robbery, including one juvenile who has been waived to adult court. Checkout our Facebook page (… https://t.co/esfPSMuXR2"
"1371","@Naloxone @amarislt @liampclancy1 @kentpierce8 @WTNH They could have tossed the weapon after the armed robbery thus… https://t.co/6iuiWN43Sy"
"1372","Teen beaten with baton, hospitalized in violent #Oakville robbery https://t.co/DZBePS9ZmO https://t.co/gXOzCQMQCO"
"1373","2019-04-18 13:08:00 | ALARM ROBBERY | HWY 280, COUNTY | ACCESS ROAD"
"1374","See you at the robbery @3BlvckWidow ✊🏾"
"1375","Under Illinois law, if you are involved in the commission of a felony, you can be charged and convicted as if you c… https://t.co/WgH8hP00v1"
"1376","""The thief had done it. He’d secured the book that symbolized the most important invention in modern history. He wa… https://t.co/nbWjR8eYP7"
"1377","Detectives Locate and Arrest Robbery Suspect - https://t.co/W3kgDdMEgP"
"1378","I robbed the bank because I was just really upset that I don’t have enough money, so you can’t charge me with bank robbery."
"1379","The only way I’m ok with seeing Manuel Charr fight on June 1st @TheGarden ....is if he’s on the undercard Vs Trevor… https://t.co/2asvJAmWUv"
"1380","VIOLENT ATTACK: @HaltonPolice say teen hospitalized after being beaten with baton during #robbery in #Oakville neig… https://t.co/znYFfVUyYa"
"1381","@CNNPolitics @cnnbrk Attempted obstruction is not unlike attempted armed robbery or attempted murder in that there… https://t.co/UIt4MsGZc6"
"1382","VIOLENT ATTACK: Teen hospitalized after being beaten with baton during #robbery in #Oakville neighbourhood: https://t.co/Jblg3bVlgu"
"1383","EXACTLY! That is like saying someone attempted a armed robbery of a bank at gun point, but it was not a crime, beca… https://t.co/5lVNsoVkDp"
"1384","119 euro is fucking robbery. Why do clubs insists on continuing to make it hard for fans to support them?"
"1385","@BigSteve207 So what you're saying is basically that since he didn't commit murder, the assault, robbery, etc. offenses should be ignored?"
"1386","Gas station clerk shot in #Pierce County #robbery - Apr 18 @ 2:12 PM ET  https://t.co/FMWfZG0WQp"
"1387","UPDATE - The suspect has been identified as a juvenile and is now in custody. https://t.co/vQoYG56gXB"
"1388","@JameyEisenberg Julio is robbery in round 2"
"1389","Yes, yes it is.

It's robbery when you ask the bank teller for the money, even if she doesn't give it to you. https://t.co/M40aF6ASMj"
"1390","Unarmed Black woman, Stephanie Washington, followed by Hamden PD is shot at by PD because car fit an armed robbery… https://t.co/KelOgMnZH4"
"1391","@ElieNYC @lehimesa @realDonaldTrump Yeah like armed robbery without getting the money...still attempted armed robbery"
"1392","@djtayy Joey Christian spent 10 years in prison for aggravated robbery but the “Arab” is why the country is the way it is? 🙄"
"1393","@ananavarro Very confused.... an attempt to sell drugs, even if arrested before it happens, is a #Crime. Likewise,… https://t.co/lYrvoHg9Oq"
"1394","The Decemberists Organize Benefit Concert for Tucker Martine's Flora Studio After Robbery: https://t.co/opykIS2I3D"
"1395","@DanielDannyc12 @KimStrassel So if there WAS NO CRIME- for instance no Bank Robbery but some ppl in the bank are ar… https://t.co/sfP4CK5GcZ"
"1396","@brfootball Barca fans calling this the best robbery I’m laughing 😂😂

Also with VAR the own goal wouldn’t count and… https://t.co/rjboB30Es8"
"1397","@ChelseaClinton @HealthierGen @CityHarvest Crying all over again today at your Mom's loss.  Or brazen disgusting ro… https://t.co/A6YD9tITnM"
"1398","@Nya_Papaya_ ... why not “Half naked Florida man concussed by owner after attempted robbery”. Why make her look like the crazy one"
"1399","People really think you can just become richer than you'd ever need to be without stealing. Imagine being so used t… https://t.co/lJ4nGQFkkZ"
"1400","If I go to a person who works for me and tell them I want to rob a local bank and tell said friend to make those pl… https://t.co/TnpsVnBfVR"
"1401","A man convicted in 2012 of an attempted robbery that was foiled by a 10-year-old boy was killed in a car crash earl… https://t.co/5KqmZ5Qrqp"
"1402","Palmdale: 1033(requesting emergency radio traffic) Felony suspect running from deputy on Ave s and 47th Street east… https://t.co/ewGUArEkdk"
"1403","@benshapiro @bobclendenin That is flatly false.  It documents many ways he tried to coordinate with Russia...if it… https://t.co/DskZkt1ehG"
"1404","$600 A Month @ Best 4 Diabetes #1 Medical Supplies Monthly Is 🎯'D ROBBERY!

@POTUS SAVE MY BROTHER'S LIFE &amp; BUSINES… https://t.co/JdgBVpdCtF"
"1405","@JYSexton Cool. I actually hope he gets away with this so that it can be cited as legal precedent. Then when an und… https://t.co/Neg6orNmnN"
"1406","@jimsciutto If I plan a bank robbery with a few of my friends, but those friends change their minds and rat me out… https://t.co/NOnPTAnYGN"
"1407","A man convicted in 2012 of an attempted robbery that was foiled by a 10-year-old boy was killed in a car crash in G… https://t.co/zJne2WiJ2M"
"1408","@CNNPolitics @cnnbrk And what does it mean not guilty because it fail? So a bank robber fails in his robbery attemp… https://t.co/gMBiKoFw8x"
"1409","Bradley Thompson's tattoos include a spider web, a Germanic symbol and the number '14,'  authorities say https://t.co/627t6QuAjL"
"1410","Shall we welcome some more? OR Shall we shop around for nicer IMMIGRANTS? https://t.co/Gllef6AHcD"
"1411","@profwolff Richard, would you agree if I said the Fractional Reserve lending is the biggest  robbery? If a bank can… https://t.co/llDYuDVtM4"
"1412","@DickVanDoink @TLCplMax Dude got arrested in 01 for armed robbery and did ten years so I doubt he served."
"1413","@latimes Attempted obstruction counts, just like attempted murder, attempted fraud, attempted robbery, attempted rape.  Game on.  Round two."
"1414","My og died never had a daddy so I had @P2GOLDMASK and @LILBTHEBASEDGOD 
Heard @CHXPO was homless in the streets 
Li… https://t.co/66BblOwnCP"
"1415","Police seek Lindenwold man accused of robbing a Berlin Borough bank
https://t.co/uOKfun8pRY https://t.co/XRl330chLT"
"1416","A seemingly normal robbery goes from bad to worse in TAKEN FROM ME, directed by Adam Salinas. Another of the seven… https://t.co/jCsqQ63Efo"
"1417","@patatalvarez @krassenstein @EdKrassen @realDonaldTrump Well thank God Patricia is here ...sooo robbery isn't a cri… https://t.co/fdGEKzI7G6"
"1418","Four arrested in Foley on armed robbery charges. https://t.co/0BaLwpXNqX"
"1419","@declanshrubb @MaryStewart01 @StormIsUponUs Ok like Dan Bongino said- if there was no bank robbery and it wa a hoax… https://t.co/7rQJmu58I9"
"1420","@realDonaldTrump Just because you failed at obstruction doesn't mean you didn't try. If you failed at robbing a ban… https://t.co/13FehFADg1"
"1421","Ord man identified by green shoes sentenced to prison for Broken Bow robbery
https://t.co/fab0tI4kif"
"1422","@niftymitch Collusion does not imply control. Collusion is the guy driving the get away car from a gone wrong robbe… https://t.co/KkXbBt7kj0"
"1423","Two suspects are wanted for a convenience store robbery Thursday morning. https://t.co/aySPAiXbUJ"
"1424","NEWS: @gpd_police need your help finding two robbery suspects. Police say two men went into a Cricket Wireless and… https://t.co/2phpKDzLVX"
"1425","One-time radical Judith Clark paroled 38 years after notorious triple homicide in 1981 Brinks armored car robbery -… https://t.co/v02XstshUW"
"1426","Mueller’s report says that Trump was unsuccessful at committing obstruction because his aides didn’t carry out his… https://t.co/glR2JnbM55"
"1427","I'm confused, is attempt no longer considered a crime? I thought attempting to commit a crime was a separate crime… https://t.co/rK0BGS0iLE"
"1428","@KEEMSTAR Interview Jeffree ⭐️ about the robbery"
"1429","@BigBird this just came in.  A big robbery!  Looks like Carmen Sandiego’s V.I.L.E. gang has struck again!  I’m on the case."
"1430","Fourth Camelot Apartments robbery suspect sentenced https://t.co/Suk7NLGcRX"
"1431","Police say the description is the same as the suspect in the robbery of the same store on April 11. https://t.co/TzvSrrUGLe"
"1432","@TheLifeof_Ja No fr 😐 540 is a robbery."
"1433","The FBI is seeking assistance in solving the following robberies in Kansas that are believed to be related. Anyone… https://t.co/6mFsREkWBT"
"1434","Can a taxi driver sometimes find themselves in risky situations? Asks Crown. Yes, says Al-Rawi. Crown outlines thre… https://t.co/xYgoX4a443"
"1435","HRPJ fr quit hitting after the 4th robbery 😂 https://t.co/yc8nDa2tnN"
"1436","@LenzSowavy robbery and fraud smh"
"1437","Lakeview: Woman mugged on Belmont last night as cops issue *another* robbery alert
 https://t.co/jIIKiAnj9S"
"1438","Police have released photos and a description of a suspect in an early morning armed robbery in #Windsor. #sxont… https://t.co/0kptnsh5Ey"
"1439","#Repost @shaunking
•  •  •  •  •
Let me explain what you are seeing here because it's CRAZY. Police followed this c… https://t.co/LuwEbWPywD"
"1440","Trump escapes obstruction ONLY because his people are smarter than he is and didn’t carry out his orders. Should al… https://t.co/T027htBX9z"
"1441","“I forgot armed robbery was illegal.”"
"1442","A man accused of robbing a Muncie pharmacy this week faces more  charges as a result of a Thursday fracas at IU Hea… https://t.co/htmVATyudq"
"1443","nigga tried to map a robbery and had to re route it cause he know me and all them niggas I be with really bout it"
"1444","UPDATE: Bank robbery sends Bettendorf Schools into lock down https://t.co/tPbw6zU6uF"
"1445","UPDATE: Bank robbery sends Bettendorf Schools into lock down https://t.co/9HgKdvbebs"
"1446","Four members of a gang have been jailed for a total of 30 years after their plot to commit armed robbery was foiled… https://t.co/FZfdnl559m"
"1447","On today's Local 4 News Midday:

+ A bank robbery in Bettendorf.
+ The person involved with last night's chase in D… https://t.co/pHmzsQ3oXF"
"1448","So if the bank robber doesn't succeed in robbing the bank is he off the hook? Is there a law against attempted robb… https://t.co/1WJkQ2hpRc"
"1449","No sealed record for teen, 15, in Syracuse robbery, murder https://t.co/muk84Aw0gs"
"1450","Former radical activist Judith Clark was granted parole after serving more than 37 years behind bars for her role a… https://t.co/Dn06Aoxkwe"
"1451","Investigations are ongoing into an armed robbery at about 1.20pm in #Norwich yesterday. A man wearing a motorcycle… https://t.co/xY1YJgYQWq"
"1452","@mgbdesign @ncgazette @nytimes An attempt to obstruct is obstruction. If you demand a bank teller to give all the m… https://t.co/Ni7AfsjuWr"
"1453","Tarrytown officers are currently investigating a strong armed robbery that occurred on the west side of the train t… https://t.co/BBLu0Y4f9r"
"1454","ARMED ROBBERY: Police are looking for a hooded suspect who was caught on camera in Mississippi hopping over the cou… https://t.co/Pl8kfwO2pI"
"1455","@AlanBBayer @kaitlancollins Attempted murder or robbery means that serious action was taken to do those acts, and t… https://t.co/Hyc2PYHytr"
"1456","Authorities are asking for the public’s help to identify the person responsible for a Tuesday evening robbery at a… https://t.co/Zjrh6KKXT5"
"1457","“We are grateful that the parole board affirmed what everyone who has interacted with Judy already knows — that she… https://t.co/j9mdDs7vgH"
"1458","Stephanie Washington was shot by police in my district. Unarmed passenger in a car mistaken for another car used in… https://t.co/QAEGgclm98"
"1459","So far with the Mueller report: Trump wanted to rob a bank.  He tried to get his underlings to rob the bank, but th… https://t.co/1GZLResCmf"
"1460","The silence of the mainstream media regarding this story is extremely laughable &amp; sadly predictable⚡️ 
 https://t.co/MTPjSXVCCb"
"1461","“How he gonna catch an armed robbery around me”"
"1462","BPU Commissioner Upendra Chivukula calls its ""highway robbery."""
"1463","Parole for Brink's robbery getaway driver sparks outrage...reaction??
https://t.co/f0fo4sAzfQ"
"1464","@EricLiptonNYT @nytdavidbrooks One can be convicted of attempted murder, robbery &amp; blackmail, but not attempted obs… https://t.co/tdnYcNsaMt"
"1465","@HeyKae87 @alexwarneke @Jzedpi @DamonSalvadore1 @beans_spilled @SenSanders @EdMarkey @AOC I humbly disagree that… https://t.co/k53KwyXghM"
"1466","Arrest in St. Albans armed robbery https://t.co/Z7e6nMwHhi"
"1467","@CharlesPPierce Wait, trying to rob a bank is not bank robbery?"
"1468","The three were arrested on various charges after a search at a home on Tuck Road in St. Pauls. https://t.co/FzWABXc5Ar"
"1469","Fallout After Woman Involved in Nyack Brinks Robbery, Murder Granted Parole. #FiOS1News’ @JGordonFiOS1 has more.… https://t.co/BMDpDQIRlP"
"1470","surgical assault is a gross abuse of human rights and an attack on bodily autonomy and integrity. it also amounts t… https://t.co/UCwvzagTkb"
"1471","@joshscampbell Based on Barr's interpretation of the law, a person who attempts to commit armed robbery, but fails… https://t.co/WgYEb7wQtU"
"1472","@kylegriffin1 Just because my bank robbery attempt was not successful, doesn’t mean it’s not criminal behavior."
"1473","10:54am - 009:
Armed robbery of MetroPCS at 2417 W 51st St, 30 iPhones were taken, plus a gold chain. Offender now… https://t.co/lDQaEwqc2p"
"1474","If you plan out a robbery and the robbery fails because your car breaks down on the way there, did you commit a robbery?"
"1475","12:18pm Armed Robbery Near Petworth Metro https://t.co/SSvqPwesph https://t.co/HWdhZbg4cf"
"1476","A former Erie resident pleads guilty in federal court to a charge of bank robbery. 37-year-old Peter Plaza, Jr. ple… https://t.co/VRaKR4GvvL"
"1477","NEW TODAY: Local man held in pharmacy robbery accused of scratching #Muncie police officer, spitting on nurse at IU… https://t.co/gUzA7wWJEp"
"1478","Two London men have been remanded into custody accused of robbing a woman in Hingham of her Rolex and a £40,000 Mer… https://t.co/aivVMWlMGh"
"1479","Derrick Morris’ second court appearance. He’s charged with robbery and murder in a Lawrenceburg pregnant woman’s de… https://t.co/0pBllaqELE"
"1480","Attempted robbery suspect charged following extradition from Georgia https://t.co/1MYJCzouRs"
"1481","Police are telling local media it was a bank robbery @qctimes"
"1482","We pop out at ur party, I’m with the gang, it’s a be robbery so tuck ya chain!!"
"1483","@newamerpolitics @NBCNews They do know their analogy is flawed since part of the ""evidence"" in a bank robbery is th… https://t.co/8HYW5j7Yiy"
"1484","@conservmillen Don’t forget the boss is carrying all the liability and is the target of attack when it comes to rob… https://t.co/PSzTACpM8B"
"1485","This is why they kneel. This is my town. It’s inexcusable. Woman shot in New Haven after Hamden, Yale police open f… https://t.co/1Cas0dVFR5"
"1486","Oh Gilbert Arenas is Penny Hardaway? That's dope, im Aaron Gordon. The 13-14 year old kid that I was growing up hat… https://t.co/2dYa1M4AFe"
